iso2,zip_code,location
AT,8953,Donnersbach
AT,8954,St. Martin am Grimming
AT,8960,Öblarn
AT,8961,Stein an der Enns
AT,8962,Gröbming
AT,8965,Pruggern
AT,8966,Aich-Assach
AT,8967,Haus
AT,8970,Schladming
AT,8971,Rohrmoos-Untertal
AT,8972,Ramsau
AT,8973,Pichl
AT,8974,Mandling
AT,8982,Tauplitz
AT,8983,Bad Mitterndorf
AT,8984,Kainisch
AT,8990,Bad Aussee
AT,8992,Altaussee
AT,8993,Grundlsee
AT,9020,Klagenfurt am Wörthersee
AT,9061,Klagenfurt-Wölfnitz
AT,9062,Moosburg
AT,9063,Maria Saal
AT,9064,Pischeldorf
AT,9065,Ebenthal
AT,9071,Köttmannsdorf
AT,9072,Ludmannsdorf
AT,9073,Klagenfurt-Viktring
AT,9074,Keutschach
AT,9081,Reifnitz
AT,9082,Maria Wörth
AT,9100,Völkermarkt
AT,9102,Mittertrixen
AT,9103,Diex
AT,9111,Haimburg
AT,9112,Griffen
AT,9113,Ruden
AT,9121,Tainach
AT,9122,St. Kanzian am Klopeiner See
AT,9123,St. Primus
AT,9125,Kühnsdorf
AT,9130,Poggersdorf
AT,9131,Grafenstein
AT,9132,Gallizien
AT,9133,Sittersdorf
AT,9135,Bad Eisenkappel
AT,9141,Eberndorf
AT,9142,Globasnitz
AT,9143,St. Michael ob Bleiburg
AT,9150,Bleiburg
AT,9155,Neuhaus
AT,9161,Maria Rain
AT,9162,Strau
AT,9163,Unterbergen
AT,9170,Ferlach
AT,9173,St. Margareten im Rosental
AT,9181,Feistritz im Rosental
AT,9182,Maria Elend
AT,9183,Rosenbach
AT,9184,St. Jakob im Rosental
AT,9201,Krumpendorf
AT,9210,Pörtschach am Wörther See
AT,9212,Techelsberg am Wörther See
AT,9220,Velden am Wörther See
AT,9231,Köstenberg
AT,9232,Rosegg
AT,9241,Wernberg
AT,9300,St. Veit an der Glan
AT,9311,Kraig
AT,9312,Meiselding
AT,9313,St. Georgen am Längsee
AT,9314,Launsdorf
AT,9321,Kappel am Krappfeld
AT,9322,Micheldorf
AT,9323,Wildbad Einöd
AT,9330,Treibach-Althofen
AT,9334,Guttaring
AT,9335,Lölling
AT,9341,Straßburg
AT,9342,Gurk
AT,9343,Zweinitz
AT,9344,Weitensfeld
AT,9345,Kleinglödnitz
AT,9346,Glödnitz
AT,9360,Friesach
AT,9361,St. Salvator
AT,9362,Grades
AT,9363,Metnitz
AT,9371,Brückl
AT,9372,Eberstein
AT,9373,Klein St. Paul
AT,9374,Wieting
AT,9375,Hüttenberg
AT,9376,Knappenberg
AT,9400,Wolfsberg
AT,9411,St. Michael
AT,9412,St. Margarethen im Lavanttal
AT,9413,St. Gertraud
AT,9421,Eitweg
AT,9422,Maria Rojach
AT,9423,St. Georgen
AT,9431,St. Stefan
AT,9433,St. Andrä
AT,9441,Twimberg
AT,9451,Preitenegg
AT,9461,Prebl
AT,9462,Bad St. Leonhard im Lavanttal
AT,9463,Reichenfels
AT,9470,St. Paul im Lavanttal
AT,9472,Ettendorf
AT,9473,Lavamünd
AT,9500,Villach
AT,9504,Villach-Warmbad Villach
AT,9520,Sattendorf
AT,9521,Treffen
AT,9523,Villach-Landskron
AT,9524,Villach-St. Magdalen
AT,9530,Bad Bleiberg
AT,9531,Kreuth
AT,9535,Schiefling am Wörthersee
AT,9536,St. Egyden
AT,9541,Einöde
AT,9542,Afritz
AT,9543,Arriach
AT,9544,Feld am See
AT,9545,Radenthein
AT,9546,Bad Kleinkirchheim
AT,9551,Bodensdorf
AT,9552,Steindorf am Ossiacher See
AT,9554,St. Urban
AT,9555,Glanegg
AT,9556,Liebenfels
AT,9560,Feldkirchen in Kärnten
AT,9562,Himmelberg
AT,9563,Gnesau
AT,9564,Patergassen
AT,9565,Ebene Reichenau
AT,9570,Ossiach
AT,9571,Sirnitz
AT,9572,Deutsch Griffen
AT,9580,Villach-Drobollach am Faaker See
AT,9581,Ledenitzen
AT,9582,Latschach
AT,9583,Faak am See
AT,9584,Finkenstein
AT,9585,Gödersdorf
AT,9586,Fürnitz
AT,9587,Riegersdorf
AT,9601,Arnoldstein
AT,9602,Thörl-Maglern
AT,9611,Nötsch
AT,9612,St. Georgen im Gailtal
AT,9613,Feistritz an der Gail
AT,9614,Vorderberg
AT,9615,Görtschach
AT,9620,Hermagor
AT,9622,Weißbriach
AT,9623,St. Stefan an der Gail
AT,9624,Egg
AT,9631,Jenig
AT,9632,Kirchbach
AT,9633,Reisach
AT,9634,Gundersheim
AT,9635,Dellach
AT,9640,Kötschach-Mauthen
AT,9651,St. Jakob im Lesachtal
AT,9652,Birnbaum
AT,9653,Liesing
AT,9654,St. Lorenzen im Lesachtal
AT,9655,Maria Luggau
AT,9701,Rothenthurn
AT,9702,Ferndorf
AT,9710,Feistritz an der Drau
AT,9711,Paternion
AT,9712,Fresach
AT,9713,Zlan
AT,9714,Stockenboi
AT,9721,Weißenstein
AT,9722,Gummern
AT,9751,Sachsenburg
AT,9753,Lind im Drautal
AT,9754,Steinfeld
AT,9761,Greifenburg
AT,9762,Weißensee
AT,9771,Berg im Drautal
AT,9772,Dellach
AT,9773,Irschen
AT,9781,Oberdrauburg
AT,9782,Nikolsdorf
AT,9800,Spittal an der Drau
AT,9805,Baldramsdorf
AT,9811,Lendorf
AT,9812,Pusarnitz
AT,9813,Möllbrücke
AT,9814,Mühldorf
AT,9815,Kolbnitz
AT,9816,Penk
AT,9821,Obervellach
AT,9822,Mallnitz
AT,9831,Flattach
AT,9832,Stall
AT,9833,Rangersdorf
AT,9841,Winklern
AT,9842,Mörtschach
AT,9843,Großkirchheim
AT,9844,Heiligenblut
AT,9851,Lieserbrücke
AT,9852,Trebesing
AT,9853,Gmünd
AT,9854,Malta
AT,9861,Eisentratten
AT,9862,Kremsbrücke
AT,9863,Rennweg
AT,9871,Seeboden
AT,9872,Millstatt am See
AT,9873,Döbriach
AT,9900,Lienz
AT,9903,Oberlienz
AT,9904,Thurn
AT,9905,Gaimberg
AT,9906,Lavant
AT,9907,Tristach
AT,9908,Amlach
AT,9909,Leisach
AT,9911,Assling
AT,9912,Anras
AT,9913,Abfaltersbach
AT,9918,Strassen
AT,9919,Heinfels
AT,9920,Sillian
AT,9931,Außervillgraten
AT,9932,Innervillgraten
AT,9941,Kartitsch
AT,9942,Obertilliach
AT,9943,Untertilliach
AT,9951,Ainet
AT,9952,St. Johann im Walde
AT,9954,Schlaiten
AT,9961,Hopfgarten in Defereggen
AT,9962,St. Veit in Defereggen
AT,9963,St. Jakob in Defereggen
AT,9971,Matrei in Osttirol
AT,9972,Virgen
AT,9974,Prägraten
AT,9981,Kals
AT,9990,Nußdorf-Debant
AT,9991,Dölsach
AT,9992,Iselsberg-Stronach
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
